week_end,pruid,prename,prfname,numtotal_atleast1dose,numtotal_partially,numtotal_fully,numtotal_additional,proptotal_atleast1dose,proptotal_partially,proptotal_fully,proptotal_additional,num18plus_atleast1dose,num18plus_partially,num18plus_fully,num18plus_additional,prop18plus_atleast1dose,prop18plus_partially,prop18plus_fully,prop18plus_additional,num5plus_atleast1dose,num5plus_partially,num5plus_fully,num5plus_additional,prop5plus_atleast1dose,prop5plus_partially,prop5plus_fully,prop5plus_additional,numeligible_atleast1dose,numeligible_partially,numeligible_fully,numeligible_additional,propeligible_atleast1dose,propeligible_partially,propeligible_fully,propeligible_additional,numweekdelta_atleast1dose,numweekdelta_fully,propweekdelta_atleast1dose,propweekdelta_fully
2022-01-15,46,Manitoba,Manitoba,1133742,90450,1043292,461781,81.93,6.54,75.40,33.37,981652,23461,958191,460804,91.35,2.18,89.17,42.88,1133680,90399,1043281,461780,87.11,6.95,80.16,35.48,,,,,,,,,,,,
2022-01-15,47,Saskatchewan,Saskatchewan,938690,70836,867854,402226,79.56,6.00,73.56,34.09,807798,31178,776620,401443,89.01,3.44,85.57,44.23,938649,70795,867854,402226,84.79,6.4,78.4,36.33,,,,,,,,,,,,
2022-01-15,48,Alberta,Alberta,3491701,266768,3224933,1276502,78.59,6.00,72.59,28.73,3069887,116349,2953538,1273245,88.49,3.35,85.14,36.70,3491230,266488,3224742,1276500,83.44,6.37,77.07,30.51,,,,,,,,,,,,
2022-01-15,59,British Columbia,Colombie-Britannique,4424104,309736,4114368,1437886,84.84,5.94,78.90,27.57,3990777,131668,3859109,1437307,91.94,3.03,88.90,33.11,4424104,309736,4114368,1437886,88.65,6.21,82.44,28.81,,,,,,,,,,,,
2022-01-15,60,Yukon,Yukon,35750,2997,32753,16557,83.25,6.98,76.27,38.55,31697,1060,30637,16534,91.29,3.05,88.24,47.62,35750,2997,32753,16557,87.86,7.37,80.5,40.69,,,,,,,,,,,,
2022-01-15,61,Northwest Territories,Territoires du Nord-Ouest,34327,3164,31163,15746,78.96,7.28,71.68,36.22,29160,760,28400,15532,87.88,2.29,85.59,46.81,34327,3164,31163,15746,84.39,7.78,76.61,38.71,,,,,,,,,,,,
2022-01-15,62,Nunavut,Nunavut,30947,6240,24707,9893,78.54,15.84,62.70,25.11,24258,2712,21546,9750,97.08,10.85,86.23,39.02,30947,6240,24707,9893,87.6,17.66,69.94,28,,,,,,,,,,,,
2022-01-22,1,Canada,Canada,32031023,2224108,29806915,14018699,83.75,5.82,77.94,37.16,28333911,824130,27509781,13994001,91.36,2.66,88.70,45.76,32026580,2221621,29804959,14018645,88.08,6.11,81.97,39.09,,,,,,,,,,,,
2022-01-22,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,493587,41105,452482,,94.82,7.90,86.92,,433326,13189,420137,,>=99,3.02,96.29,,493557,41085,452472,,98.51,8.2,90.31,,,,,,,,,,,,,
2022-01-22,11,Prince Edward Island,Île-du-Prince-Édouard,147305,11734,135571,48249,89.65,7.14,82.51,29.36,129976,4090,125886,48229,96.67,3.04,93.63,35.87,147305,11734,135571,48249,93.69,7.46,86.23,30.69,,,,,,,,,,,,
2022-01-22,12,Nova Scotia,Nouvelle-Écosse,884139,74247,809892,362158,89.12,7.48,81.64,36.51,787794,27913,759881,362011,95.35,3.38,91.97,43.81,884135,74243,809892,362158,93.01,7.81,85.2,38.1,,,,,,,,,,,,
2022-01-22,13,New Brunswick,Nouveau-Brunswick,688284,59860,628424,292152,87.21,7.58,79.63,37.02,610600,28097,582503,290375,93.45,4.30,89.15,44.44,688182,59763,628419,292152,91.01,7.9,83.1,38.64,,,,,,,,,,,,
2022-01-22,24,Quebec,Québec,7330276,503345,6826931,3155197,85.19,5.85,79.34,36.67,6454547,147961,6306586,3151099,92.17,2.11,90.05,45.00,7330089,503158,6826931,3155197,89.58,6.15,83.43,38.56,,,,,,,,,,,,
2022-01-22,35,Ontario,Ontario,12353617,784611,11569006,6037483,83.32,5.29,78.03,40.72,10961920,300202,10661718,6026089,90.77,2.49,88.29,49.90,12350085,782822,11567263,6037432,87.51,5.55,81.96,42.78,,,,,,,,,,,,
2022-01-22,46,Manitoba,Manitoba,1138415,87621,1050794,505433,82.27,6.33,75.94,36.53,983647,23339,960308,504317,91.54,2.17,89.37,46.93,1138356,87573,1050783,505432,87.46,6.73,80.74,38.83,,,,,,,,,,,,
2022-01-22,47,Saskatchewan,Saskatchewan,943345,66610,876735,430150,79.96,5.65,74.31,36.46,809706,30903,778803,429262,89.22,3.41,85.81,47.30,943300,66570,876730,430150,85.21,6.01,79.2,38.86,,,,,,,,,,,,
2022-01-22,48,Alberta,Alberta,3507630,265675,3241955,1376875,78.95,5.98,72.97,30.99,3077752,115117,2962635,1372985,88.72,3.32,85.40,39.58,3507146,265373,3241773,1376873,83.82,6.34,77.48,32.91,,,,,,,,,,,,
2022-01-22,59,British Columbia,Colombie-Britannique,4442841,316930,4125911,1766445,85.20,6.08,79.12,33.87,3999351,128899,3870452,1765728,92.13,2.97,89.16,40.68,4442841,316930,4125911,1766445,89.02,6.35,82.67,35.39,,,,,,,,,,,,
2022-01-22,60,Yukon,Yukon,35914,2990,32924,17470,83.63,6.96,76.67,40.68,31760,989,30771,17445,91.47,2.85,88.62,50.24,35914,2990,32924,17470,88.27,7.35,80.92,42.94,,,,,,,,,,,,
2022-01-22,61,Northwest Territories,Territoires du Nord-Ouest,34442,3003,31439,16163,79.23,6.91,72.32,37.18,29184,743,28441,15920,87.95,2.24,85.71,47.98,34442,3003,31439,16163,84.67,7.38,77.29,39.73,,,,,,,,,,,,
2022-01-22,62,Nunavut,Nunavut,31228,6377,24851,10924,79.25,16.18,63.07,27.72,24348,2688,21660,10541,97.44,10.76,86.68,42.18,31228,6377,24851,10924,88.39,18.05,70.34,30.92,,,,,,,,,,,,
2022-01-30,1,Canada,Canada,32134346,2039778,30094568,15281794,84.02,5.33,78.69,40.51,28391574,816072,27575502,15253716,91.54,2.63,88.91,49.88,32129714,2037140,30092574,15281739,88.36,5.6,82.76,42.61,,,,,,,,,,,,
2022-01-30,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,495133,36786,458347,,95.12,7.07,88.05,,434066,13254,420812,,>=99,3.04,96.45,,495103,36769,458334,,98.82,7.34,91.48,,,,,,,,,,,,,
2022-01-30,11,Prince Edward Island,Île-du-Prince-Édouard,147970,11120,136850,57478,90.05,6.77,83.28,34.98,130401,4150,126251,57434,96.99,3.09,93.90,42.72,147970,11120,136850,57478,94.11,7.07,87.04,36.56,,,,,,,,,,,,
2022-01-30,12,Nova Scotia,Nouvelle-Écosse,887053,73320,813733,431066,89.42,7.39,82.02,43.45,790171,28220,761951,430835,95.64,3.42,92.22,52.14,887049,73316,813733,431066,93.31,7.71,85.6,45.35,,,,,,,,,,,,
2022-01-30,13,New Brunswick,Nouveau-Brunswick,688980,59932,629048,301831,87.30,7.59,79.70,38.24,611022,28032,582990,299913,93.52,4.29,89.23,45.90,688877,59834,629043,301831,91.1,7.91,83.19,39.92,,,,,,,,,,,,
2022-01-30,24,Quebec,Québec,7347366,425436,6921930,3617838,85.39,4.94,80.45,42.05,6463716,146996,6316720,3612969,92.30,2.10,90.20,51.59,7347177,425247,6921930,3617838,89.79,5.2,84.59,44.21,,,,,,,,,,,,
2022-01-30,35,Ontario,Ontario,12396636,719433,11677203,6375311,83.61,4.85,78.76,43.00,10989162,297272,10691890,6362796,91.00,2.46,88.54,52.69,12392974,717522,11675452,6375259,87.81,5.08,82.73,45.17,,,,,,,,,,,,
2022-01-30,46,Manitoba,Manitoba,1142241,80693,1061548,530069,82.55,5.83,76.71,38.31,985269,23195,962074,528858,91.69,2.16,89.53,49.22,1142183,80645,1061538,530068,87.76,6.2,81.56,40.73,,,,,,,,,,,,
2022-01-30,47,Saskatchewan,Saskatchewan,947274,61558,885716,449177,80.29,5.22,75.07,38.07,811341,30619,780722,448183,89.40,3.37,86.03,49.38,947223,61517,885706,449177,85.57,5.56,80.01,40.58,,,,,,,,,,,,
2022-01-30,48,Alberta,Alberta,3522746,248024,3274722,1458174,79.29,5.58,73.71,32.82,3084547,113521,2971026,1453632,88.92,3.27,85.64,41.90,3522222,247705,3274517,1458172,84.18,5.92,78.26,34.85,,,,,,,,,,,,
2022-01-30,59,British Columbia,Colombie-Britannique,4456918,311841,4145077,2014871,85.47,5.98,79.49,38.64,4006400,126520,3879880,2013961,92.30,2.91,89.38,46.40,4456918,311841,4145077,2014871,89.3,6.25,83.06,40.37,,,,,,,,,,,,
2022-01-30,60,Yukon,Yukon,36005,2943,33062,17940,83.84,6.85,76.99,41.77,31811,919,30892,17915,91.62,2.65,88.97,51.60,36005,2943,33062,17940,88.49,7.23,81.26,44.09,,,,,,,,,,,,
2022-01-30,61,Northwest Territories,Territoires du Nord-Ouest,34532,2561,31971,16482,79.43,5.89,73.54,37.91,29209,722,28487,16204,88.02,2.18,85.85,48.83,34521,2550,31971,16482,84.87,6.27,78.6,40.52,,,,,,,,,,,,
2022-01-30,62,Nunavut,Nunavut,31492,6131,25361,11557,79.92,15.56,64.36,29.33,24459,2652,21807,11016,97.88,10.61,87.27,44.09,31492,6131,25361,11557,89.14,17.35,71.79,32.71,,,,,,,,,,,,
